trial,block,stimId,category,response,accuracy,rt,condition,id,phase
8,3,C1050,Gamma,Gamma,True,4867,2,12192,trainPhase
9,3,C1150,Gamma,Gamma,True,966,2,12192,trainPhase
10,3,A50,Alpha,Alpha,True,1249,2,12192,trainPhase
11,3,C1350,Gamma,Gamma,True,1644,2,12192,trainPhase
12,3,B750,Beta,Beta,True,4122,2,12192,trainPhase
13,3,A150,Alpha,Alpha,True,1191,2,12192,trainPhase
14,3,A250,Alpha,Alpha,True,1006,2,12192,trainPhase
0,4,B550,Beta,Beta,True,9245,2,12192,trainPhase
1,4,A350,Alpha,Alpha,True,3053,2,12192,trainPhase
2,4,C1350,Gamma,Gamma,True,1022,2,12192,trainPhase
3,4,C1150,Gamma,Gamma,True,4125,2,12192,trainPhase
4,4,B650,Beta,Beta,True,2922,2,12192,trainPhase
5,4,A50,Alpha,Alpha,True,948,2,12192,trainPhase
6,4,B750,Beta,Beta,True,2845,2,12192,trainPhase
7,4,C1250,Gamma,Gamma,True,1377,2,12192,trainPhase
8,4,C1450,Gamma,Gamma,True,1256,2,12192,trainPhase
9,4,C1050,Gamma,Gamma,True,6013,2,12192,trainPhase
10,4,B950,Beta,Beta,True,10953,2,12192,trainPhase
11,4,A250,Alpha,Alpha,True,2639,2,12192,trainPhase
12,4,B850,Beta,Beta,True,2557,2,12192,trainPhase
13,4,A150,Alpha,Alpha,True,3553,2,12192,trainPhase
14,4,A450,Alpha,Alpha,True,11777,2,12192,trainPhase
0,0,A150,Alpha,Alpha,True,7826,2,12197,trainPhase
1,0,C1350,Gamma,Gamma,True,2644,2,12197,trainPhase
2,0,C1150,Gamma,Beta,False,2074,2,12197,trainPhase
3,0,C1450,Gamma,Gamma,True,1523,2,12197,trainPhase
4,0,B950,Beta,Gamma,False,2525,2,12197,trainPhase
5,0,B650,Beta,Beta,True,933,2,12197,trainPhase
6,0,A350,Alpha,Alpha,True,2102,2,12197,trainPhase
7,0,B850,Beta,Beta,True,1575,2,12197,trainPhase
8,0,A450,Alpha,Beta,False,1173,2,12197,trainPhase
