trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id
12,4,A250,A450,Alpha,Alpha,4.0,1914,1,12417
13,4,A250,T1000,Alpha,Gamma,2.0,2634,1,12417
14,4,A250,C1250,Alpha,Gamma,2.0,1385,1,12417
6,5,T500,A150,Beta,Alpha,3.0,2037,1,12417
7,5,T500,A350,Beta,Alpha,4.0,2730,1,12417
8,5,T500,B850,Beta, Beta,3.0,1815,1,12417
9,5,T500,B650,Beta,Beta,4.0,1601,1,12417
10,5,T500,C1050,Beta,Gamma,3.0,1594,1,12417
11,5,T500,B950,Beta,Gamma,3.0,1171,1,12417
12,5,T500,A450,Beta,Alpha,6.0,2769,1,12417
13,5,T500,T1000,Beta,Gamma,4.0,2123,1,12417
14,5,T500,C1250,Beta,Gamma,3.0,2259,1,12417
7,6,A150,A350,Alpha,Alpha,3.0,7746,1,12417
8,6,A150,B850,Alpha, Beta,2.0,1769,1,12417
9,6,A150,B650,Alpha,Beta,2.0,1221,1,12417
10,6,A150,C1050,Alpha,Gamma,0.9999999999999998,2307,1,12417
11,6,A150,B950,Alpha,Gamma,0.9999999999999998,1483,1,12417
12,6,A150,A450,Alpha,Alpha,3.0,2195,1,12417
13,6,A150,T1000,Alpha,Gamma,0.9999999999999998,4651,1,12417
14,6,A150,C1250,Alpha,Gamma,0.9999999999999998,1075,1,12417
8,7,A350,B850,Alpha, Beta,3.0,1779,1,12417
9,7,A350,B650,Alpha,Beta,4.0,2762,1,12417
10,7,A350,C1050,Alpha,Gamma,3.0,2347,1,12417
11,7,A350,B950,Alpha,Gamma,3.0,1003,1,12417
12,7,A350,A450,Alpha,Alpha,5.0,2555,1,12417
13,7,A350,T1000,Alpha,Gamma,3.0,2366,1,12417
14,7,A350,C1250,Alpha,Gamma,2.0,3219,1,12417
9,8,B850,B650, Beta,Beta,4.0,2820,1,12417
10,8,B850,C1050, Beta,Gamma,4.0,1930,1,12417
11,8,B850,B950, Beta,Gamma,5.0,2593,1,12417
12,8,B850,A450, Beta,Alpha,3.0,3147,1,12417
13,8,B850,T1000, Beta,Gamma,5.0,3635,1,12417
14,8,B850,C1250, Beta,Gamma,4.0,1585,1,12417
10,9,B650,C1050,Beta,Gamma,4.0,1563,1,12417
11,9,B650,B950,Beta,Gamma,4.0,1507,1,12417
12,9,B650,A450,Beta,Alpha,4.0,1842,1,12417
13,9,B650,T1000,Beta,Gamma,4.0,1876,1,12417
14,9,B650,C1250,Beta,Gamma,4.0,2394,1,12417
11,10,C1050,B950,Gamma,Gamma,6.0,2081,1,12417
12,10,C1050,A450,Gamma,Alpha,3.0,2443,1,12417
13,10,C1050,T1000,Gamma,Gamma,6.0,1779,1,12417
14,10,C1050,C1250,Gamma,Gamma,5.0,1835,1,12417
12,11,B950,A450,Gamma,Alpha,3.0,2474,1,12417
13,11,B950,T1000,Gamma,Gamma,6.0,1879,1,12417
14,11,B950,C1250,Gamma,Gamma,4.0,1963,1,12417
13,12,A450,T1000,Alpha,Gamma,3.0,1611,1,12417
14,12,A450,C1250,Alpha,Gamma,3.0,2331,1,12417
14,13,T1000,C1250,Gamma,Gamma,4.0,2552,1,12417
1,0,A150,A50,Alpha,Alpha,0.0,8173,1,12418
2,0,A150,C1050,Alpha,Gamma,0.9999999999999998,8785,1,12418
3,0,A150,T500,Alpha,Beta,0.9999999999999998,4249,1,12418
4,0,A150,C1250,Alpha,Gamma,0.9999999999999998,4540,1,12418
5,0,A150,C1150,Alpha,Gamma,0.9999999999999998,4957,1,12418
6,0,A150,B650,Alpha,Beta,2.0,4744,1,12418
7,0,A150,T1000,Alpha,Gamma,0.9999999999999998,2170,1,12418
8,0,A150,B950,Alpha,Gamma,0.9999999999999998,811,1,12418
9,0,A150,A450,Alpha,Alpha,4.0,11627,1,12418
10,0,A150,A250,Alpha,Alpha,5.0,3850,1,12418
11,0,A150,A350,Alpha,Alpha,4.0,2629,1,12418
12,0,A150,B550,Alpha,Beta,2.0,3425,1,12418
13,0,A150,B850,Alpha, Beta,0.0,2157,1,12418
14,0,A150,B750,Alpha,Beta,0.0,962,1,12418
2,1,A50,C1050,Alpha,Gamma,0.0,766,1,12418
3,1,A50,T500,Alpha,Beta,2.0,2536,1,12418
4,1,A50,C1250,Alpha,Gamma,0.0,1810,1,12418
5,1,A50,C1150,Alpha,Gamma,0.0,695,1,12418
6,1,A50,B650,Alpha,Beta,0.9999999999999998,2067,1,12418
7,1,A50,T1000,Alpha,Gamma,0.0,1683,1,12418
8,1,A50,B950,Alpha,Gamma,0.0,1162,1,12418
9,1,A50,A450,Alpha,Alpha,2.0,2682,1,12418
10,1,A50,A250,Alpha,Alpha,2.0,890,1,12418
11,1,A50,A350,Alpha,Alpha,2.0,1523,1,12418
12,1,A50,B550,Alpha,Beta,2.0,681,1,12418
13,1,A50,B850,Alpha, Beta,0.0,2434,1,12418
14,1,A50,B750,Alpha,Beta,0.0,595,1,12418
3,2,C1050,T500,Gamma,Beta,4.0,4712,1,12418
4,2,C1050,C1250,Gamma,Gamma,6.0,2553,1,12418
5,2,C1050,C1150,Gamma,Gamma,6.0,778,1,12418
6,2,C1050,B650,Gamma,Beta,5.0,4960,1,12418
7,2,C1050,T1000,Gamma,Gamma,6.0,2401,1,12418
8,2,C1050,B950,Gamma,Gamma,6.0,607,1,12418
9,2,C1050,A450,Gamma,Alpha,2.0,3135,1,12418
10,2,C1050,A250,Gamma,Alpha,2.0,658,1,12418
11,2,C1050,A350,Gamma,Alpha,0.0,2083,1,12418
12,2,C1050,B550,Gamma,Beta,0.9999999999999998,1889,1,12418
13,2,C1050,B850,Gamma, Beta,5.0,3385,1,12418
14,2,C1050,B750,Gamma,Beta,4.0,2131,1,12418
4,3,T500,C1250,Beta,Gamma,0.9999999999999998,2782,1,12418
5,3,T500,C1150,Beta,Gamma,0.9999999999999998,700,1,12418
6,3,T500,B650,Beta,Beta,6.0,3979,1,12418
7,3,T500,T1000,Beta,Gamma,0.9999999999999998,2603,1,12418
8,3,T500,B950,Beta,Gamma,0.9999999999999998,819,1,12418
9,3,T500,A450,Beta,Alpha,6.0,2296,1,12418
10,3,T500,A250,Beta,Alpha,4.0,2067,1,12418
11,3,T500,A350,Beta,Alpha,5.0,1986,1,12418
12,3,T500,B550,Beta,Beta,6.0,1740,1,12418
13,3,T500,B850,Beta, Beta,4.0,3537,1,12418
14,3,T500,B750,Beta,Beta,4.0,1144,1,12418
5,4,C1250,C1150,Gamma,Gamma,6.0,1714,1,12418
6,4,C1250,B650,Gamma,Beta,2.0,2441,1,12418
7,4,C1250,T1000,Gamma,Gamma,5.0,2595,1,12418
8,4,C1250,B950,Gamma,Gamma,5.0,1175,1,12418
9,4,C1250,A450,Gamma,Alpha,0.9999999999999998,2058,1,12418
10,4,C1250,A250,Gamma,Alpha,0.0,2331,1,12418
11,4,C1250,A350,Gamma,Alpha,0.0,578,1,12418
12,4,C1250,B550,Gamma,Beta,0.0,523,1,12418
13,4,C1250,B850,Gamma, Beta,5.0,3159,1,12418
14,4,C1250,B750,Gamma,Beta,5.0,623,1,12418
6,5,C1150,B650,Gamma,Beta,5.0,747,1,12418
7,5,C1150,T1000,Gamma,Gamma,6.0,1919,1,12418
8,5,C1150,B950,Gamma,Gamma,6.0,642,1,12418
9,5,C1150,A450,Gamma,Alpha,0.9999999999999998,2423,1,12418
10,5,C1150,A250,Gamma,Alpha,0.0,1995,1,12418
11,5,C1150,A350,Gamma,Alpha,0.0,409,1,12418
12,5,C1150,B550,Gamma,Beta,0.9999999999999998,2489,1,12418
13,5,C1150,B850,Gamma, Beta,5.0,3179,1,12418
14,5,C1150,B750,Gamma,Beta,4.0,3874,1,12418
7,6,B650,T1000,Beta,Gamma,2.0,1974,1,12418
8,6,B650,B950,Beta,Gamma,2.0,2692,1,12418
9,6,B650,A450,Beta,Alpha,4.0,2211,1,12418
10,6,B650,A250,Beta,Alpha,2.0,3486,1,12418
11,6,B650,A350,Beta,Alpha,2.0,443,1,12418
12,6,B650,B550,Beta,Beta,5.0,1931,1,12418
13,6,B650,B850,Beta, Beta,5.0,3524,1,12418
14,6,B650,B750,Beta,Beta,5.0,1434,1,12418
8,7,T1000,B950,Gamma,Gamma,6.0,1875,1,12418
9,7,T1000,A450,Gamma,Alpha,0.9999999999999998,4064,1,12418
10,7,T1000,A250,Gamma,Alpha,0.0,2787,1,12418
11,7,T1000,A350,Gamma,Alpha,0.0,811,1,12418
12,7,T1000,B550,Gamma,Beta,2.0,2459,1,12418
13,7,T1000,B850,Gamma, Beta,6.0,3695,1,12418
14,7,T1000,B750,Gamma,Beta,4.0,3280,1,12418
9,8,B950,A450,Gamma,Alpha,2.0,1780,1,12418
10,8,B950,A250,Gamma,Alpha,2.0,866,1,12418
11,8,B950,A350,Gamma,Alpha,0.0,2180,1,12418
12,8,B950,B550,Gamma,Beta,4.0,3177,1,12418
13,8,B950,B850,Gamma, Beta,6.0,2170,1,12418
14,8,B950,B750,Gamma,Beta,6.0,656,1,12418
10,9,A450,A250,Alpha,Alpha,4.0,3386,1,12418
11,9,A450,A350,Alpha,Alpha,5.0,2227,1,12418
12,9,A450,B550,Alpha,Beta,5.0,1930,1,12418
13,9,A450,B850,Alpha, Beta,2.0,2410,1,12418
14,9,A450,B750,Alpha,Beta,2.0,746,1,12418
11,10,A250,A350,Alpha,Alpha,5.0,2491,1,12418
12,10,A250,B550,Alpha,Beta,2.0,2459,1,12418
13,10,A250,B850,Alpha, Beta,0.0,3156,1,12418
14,10,A250,B750,Alpha,Beta,0.0,954,1,12418
12,11,A350,B550,Alpha,Beta,0.0,559,1,12418
13,11,A350,B850,Alpha, Beta,0.9999999999999998,4890,1,12418
14,11,A350,B750,Alpha,Beta,0.9999999999999998,458,1,12418
13,12,B550,B850,Beta, Beta,0.9999999999999998,409,1,12418
14,12,B550,B750,Beta,Beta,0.9999999999999998,575,1,12418
14,13,B850,B750, Beta,Beta,6.0,2523,1,12418
1,0,C1250,B850, Beta, Beta,3.0,12258,1,12419
2,0,C1250,B550,Gamma,Beta,2.0,7363,1,12419
3,0,C1250,C1150,Gamma,Gamma,5.0,5249,1,12419
4,0,C1250,T500,Gamma,Beta,0.9999999999999998,7489,1,12419
5,0,C1250,B950,Gamma,Gamma,4.0,3167,1,12419
6,0,C1250,A50,Gamma,Alpha,0.0,2363,1,12419
7,0,C1250,A450,Gamma,Alpha,2.0,5279,1,12419
8,0,C1250,A350,Gamma,Alpha,2.0,1810,1,12419
9,0,C1250,A250,Gamma,Alpha,2.0,1660,1,12419
10,0,C1250,A150,Gamma,Alpha,2.0,2393,1,12419
11,0,C1250,B650,Gamma,Beta,3.0,7799,1,12419
12,0,C1250,T1000,Gamma,Gamma,5.0,3106,1,12419
13,0,C1250,C1050,Gamma,Gamma,5.0,3292,1,12419
14,0,C1250,B750,Gamma,Beta,4.0,5374,1,12419
2,1,B850,B550, Beta,Beta,5.0,3405,1,12419
3,1,B850,C1150, Beta,Gamma,5.0,2004,1,12419
4,1,B850,T500, Beta,Beta,4.0,6610,1,12419
5,1,B850,B950, Beta,Gamma,6.0,4783,1,12419
6,1,B850,A50, Beta,Alpha,0.0,3134,1,12419
7,1,B850,A450, Beta,Alpha,2.0,5095,1,12419
8,1,B850,A350, Beta,Alpha,2.0,1739,1,12419
9,1,B850,A250, Beta,Alpha,0.9999999999999998,3020,1,12419
10,1,B850,A150, Beta,Alpha,0.9999999999999998,1152,1,12419
11,1,B850,B650, Beta,Beta,5.0,3458,1,12419
12,1,B850,T1000, Beta,Gamma,5.0,3845,1,12419
13,1,B850,C1050, Beta,Gamma,5.0,1585,1,12419
14,1,B850,B750, Beta,Beta,6.0,3626,1,12419
3,2,B550,C1150,Beta,Gamma,2.0,8562,1,12419
4,2,B550,T500,Beta,Beta,6.0,2650,1,12419
5,2,B550,B950,Beta,Gamma,3.0,6074,1,12419
6,2,B550,A50,Beta,Alpha,0.0,9125,1,12419
7,2,B550,A450,Beta,Alpha,5.0,4606,1,12419
8,2,B550,A350,Beta,Alpha,3.0,8339,1,12419
9,2,B550,A250,Beta,Alpha,2.0,8354,1,12419
10,2,B550,A150,Beta,Alpha,0.9999999999999998,3705,1,12419
11,2,B550,B650,Beta,Beta,5.0,3804,1,12419
12,2,B550,T1000,Beta,Gamma,3.0,2957,1,12419
13,2,B550,C1050,Beta,Gamma,3.0,1693,1,12419
14,2,B550,B750,Beta,Beta,5.0,3684,1,12419
4,3,C1150,T500,Gamma,Beta,2.0,5589,1,12419
5,3,C1150,B950,Gamma,Gamma,5.0,2653,1,12419
6,3,C1150,A50,Gamma,Alpha,0.0,3690,1,12419
7,3,C1150,A450,Gamma,Alpha,0.9999999999999998,5464,1,12419
8,3,C1150,A350,Gamma,Alpha,2.0,3313,1,12419
9,3,C1150,A250,Gamma,Alpha,0.9999999999999998,3694,1,12419
10,3,C1150,A150,Gamma,Alpha,0.9999999999999998,1507,1,12419
11,3,C1150,B650,Gamma,Beta,4.0,4095,1,12419
12,3,C1150,T1000,Gamma,Gamma,5.0,2284,1,12419
13,3,C1150,C1050,Gamma,Gamma,6.0,3531,1,12419
14,3,C1150,B750,Gamma,Beta,3.0,7628,1,12419
5,4,T500,B950,Beta,Gamma,3.0,5482,1,12419
6,4,T500,A50,Beta,Alpha,0.9999999999999998,2724,1,12419
7,4,T500,A450,Beta,Alpha,5.0,3294,1,12419
8,4,T500,A350,Beta,Alpha,4.0,9544,1,12419
9,4,T500,A250,Beta,Alpha,2.0,2891,1,12419
10,4,T500,A150,Beta,Alpha,0.9999999999999998,5045,1,12419
11,4,T500,B650,Beta,Beta,4.0,4176,1,12419
12,4,T500,T1000,Beta,Gamma,2.0,3748,1,12419
13,4,T500,C1050,Beta,Gamma,0.9999999999999998,3019,1,12419
14,4,T500,B750,Beta,Beta,4.0,2851,1,12419
6,5,B950,A50,Gamma,Alpha,0.0,2195,1,12419
7,5,B950,A450,Gamma,Alpha,0.9999999999999998,8225,1,12419
8,5,B950,A350,Gamma,Alpha,2.0,2444,1,12419
9,5,B950,A250,Gamma,Alpha,0.9999999999999998,2082,1,12419
10,5,B950,A150,Gamma,Alpha,0.0,3683,1,12419
11,5,B950,B650,Gamma,Beta,4.0,6777,1,12419
12,5,B950,T1000,Gamma,Gamma,6.0,3588,1,12419
13,5,B950,C1050,Gamma,Gamma,5.0,4363,1,12419
14,5,B950,B750,Gamma,Beta,5.0,2020,1,12419
7,6,A50,A450,Alpha,Alpha,0.0,4343,1,12419
8,6,A50,A350,Alpha,Alpha,0.0,2563,1,12419
9,6,A50,A250,Alpha,Alpha,0.9999999999999998,2560,1,12419
10,6,A50,A150,Alpha,Alpha,2.0,2800,1,12419
11,6,A50,B650,Alpha,Beta,0.0,2326,1,12419
12,6,A50,T1000,Alpha,Gamma,0.0,1294,1,12419
13,6,A50,C1050,Alpha,Gamma,0.0,1026,1,12419
14,6,A50,B750,Alpha,Beta,0.0,1447,1,12419
8,7,A450,A350,Alpha,Alpha,4.0,4318,1,12419
9,7,A450,A250,Alpha,Alpha,2.0,2874,1,12419
10,7,A450,A150,Alpha,Alpha,0.9999999999999998,5539,1,12419
11,7,A450,B650,Alpha,Beta,4.0,2275,1,12419
12,7,A450,T1000,Alpha,Gamma,2.0,3098,1,12419
13,7,A450,C1050,Alpha,Gamma,2.0,2883,1,12419
14,7,A450,B750,Alpha,Beta,3.0,3205,1,12419
9,8,A350,A250,Alpha,Alpha,4.0,3587,1,12419
10,8,A350,A150,Alpha,Alpha,2.0,2786,1,12419
11,8,A350,B650,Alpha,Beta,2.0,4884,1,12419
12,8,A350,T1000,Alpha,Gamma,0.9999999999999998,5333,1,12419
13,8,A350,C1050,Alpha,Gamma,0.9999999999999998,3323,1,12419
14,8,A350,B750,Alpha,Beta,2.0,3915,1,12419
10,9,A250,A150,Alpha,Alpha,2.0,2955,1,12419
11,9,A250,B650,Alpha,Beta,0.9999999999999998,3748,1,12419
12,9,A250,T1000,Alpha,Gamma,0.0,2004,1,12419
13,9,A250,C1050,Alpha,Gamma,0.0,1017,1,12419
14,9,A250,B750,Alpha,Beta,0.9999999999999998,2487,1,12419
11,10,A150,B650,Alpha,Beta,0.9999999999999998,1778,1,12419
12,10,A150,T1000,Alpha,Gamma,0.0,2259,1,12419
13,10,A150,C1050,Alpha,Gamma,0.0,2055,1,12419
14,10,A150,B750,Alpha,Beta,0.0,2450,1,12419
12,11,B650,T1000,Beta,Gamma,4.0,3123,1,12419
13,11,B650,C1050,Beta,Gamma,3.0,4633,1,12419
14,11,B650,B750,Beta,Beta,5.0,2648,1,12419
13,12,T1000,C1050,Gamma,Gamma,5.0,2163,1,12419
14,12,T1000,B750,Gamma,Beta,4.0,8421,1,12419
14,13,C1050,B750,Gamma,Beta,4.0,3280,1,12419
1,0,A450,A50,Alpha,Alpha,0.9999999999999998,13168,1,12434
2,0,A450,A150,Alpha,Alpha,2.0,4992,1,12434
3,0,A450,C1050,Alpha,Gamma,2.0,3504,1,12434
4,0,A450,B950,Alpha,Gamma,2.0,4185,1,12434
5,0,A450,T500,Alpha,Beta,5.0,5128,1,12434
6,0,A450,B850,Alpha, Beta,4.0,6254,1,12434
7,0,A450,C1250,Alpha,Gamma,3.0,2172,1,12434
8,0,A450,A350,Alpha,Alpha,5.0,7450,1,12434
9,0,A450,B750,Alpha,Beta,3.0,4930,1,12434
10,0,A450,A250,Alpha,Alpha,4.0,2443,1,12434
11,0,A450,B550,Alpha,Beta,6.0,5227,1,12434
12,0,A450,T1000,Alpha,Gamma,3.0,3908,1,12434
13,0,A450,C1150,Alpha,Gamma,2.0,3258,1,12434
14,0,A450,B650,Alpha,Beta,4.0,2784,1,12434
2,1,A50,A150,Alpha,Alpha,4.0,8689,1,12434
3,1,A50,C1050,Alpha,Gamma,0.9999999999999998,2883,1,12434
4,1,A50,B950,Alpha,Gamma,0.9999999999999998,2841,1,12434
5,1,A50,T500,Alpha,Beta,2.0,2180,1,12434
6,1,A50,B850,Alpha, Beta,0.0,2465,1,12434
7,1,A50,C1250,Alpha,Gamma,0.0,1067,1,12434
8,1,A50,A350,Alpha,Alpha,0.9999999999999998,4427,1,12434
9,1,A50,B750,Alpha,Beta,0.9999999999999998,3555,1,12434
10,1,A50,A250,Alpha,Alpha,2.0,2073,1,12434
11,1,A50,B550,Alpha,Beta,2.0,2830,1,12434
12,1,A50,T1000,Alpha,Gamma,0.9999999999999998,3331,1,12434
13,1,A50,C1150,Alpha,Gamma,0.9999999999999998,2850,1,12434
14,1,A50,B650,Alpha,Beta,2.0,2795,1,12434
3,2,A150,C1050,Alpha,Gamma,2.0,1915,1,12434
4,2,A150,B950,Alpha,Gamma,2.0,15843,1,12434
5,2,A150,T500,Alpha,Beta,4.0,7028,1,12434
6,2,A150,B850,Alpha, Beta,3.0,2988,1,12434
7,2,A150,C1250,Alpha,Gamma,2.0,2424,1,12434
8,2,A150,A350,Alpha,Alpha,5.0,2422,1,12434
9,2,A150,B750,Alpha,Beta,4.0,2349,1,12434
10,2,A150,A250,Alpha,Alpha,6.0,2683,1,12434
11,2,A150,B550,Alpha,Beta,4.0,3560,1,12434
12,2,A150,T1000,Alpha,Gamma,3.0,1933,1,12434
13,2,A150,C1150,Alpha,Gamma,0.9999999999999998,4593,1,12434
14,2,A150,B650,Alpha,Beta,3.0,2128,1,12434
4,3,C1050,B950,Gamma,Gamma,6.0,3820,1,12434
5,3,C1050,T500,Gamma,Beta,5.0,3744,1,12434
6,3,C1050,B850,Gamma, Beta,6.0,3111,1,12434
7,3,C1050,C1250,Gamma,Gamma,6.0,1139,1,12434
8,3,C1050,A350,Gamma,Alpha,4.0,3203,1,12434
9,3,C1050,B750,Gamma,Beta,5.0,2730,1,12434
10,3,C1050,A250,Gamma,Alpha,3.0,4754,1,12434
11,3,C1050,B550,Gamma,Beta,4.0,5733,1,12434
12,3,C1050,T1000,Gamma,Gamma,6.0,2811,1,12434
13,3,C1050,C1150,Gamma,Gamma,6.0,1194,1,12434
14,3,C1050,B650,Gamma,Beta,5.0,2232,1,12434
5,4,B950,T500,Gamma,Beta,4.0,2248,1,12434
6,4,B950,B850,Gamma, Beta,6.0,2118,1,12434
7,4,B950,C1250,Gamma,Gamma,5.0,3442,1,12434
8,4,B950,A350,Gamma,Alpha,3.0,2003,1,12434
9,4,B950,B750,Gamma,Beta,6.0,1459,1,12434
10,4,B950,A250,Gamma,Alpha,2.0,5667,1,12434
11,4,B950,B550,Gamma,Beta,4.0,3155,1,12434
12,4,B950,T1000,Gamma,Gamma,6.0,1523,1,12434
13,4,B950,C1150,Gamma,Gamma,6.0,1075,1,12434
14,4,B950,B650,Gamma,Beta,5.0,1801,1,12434
6,5,T500,B850,Beta, Beta,4.0,2361,1,12434
7,5,T500,C1250,Beta,Gamma,3.0,1772,1,12434
8,5,T500,A350,Beta,Alpha,6.0,2475,1,12434
9,5,T500,B750,Beta,Beta,6.0,843,1,12434
10,5,T500,A250,Beta,Alpha,5.0,1852,1,12434
11,5,T500,B550,Beta,Beta,6.0,1971,1,12434
12,5,T500,T1000,Beta,Gamma,4.0,2273,1,12434
13,5,T500,C1150,Beta,Gamma,3.0,1363,1,12434
14,5,T500,B650,Beta,Beta,6.0,1594,1,12434
7,6,B850,C1250, Beta,Gamma,5.0,1699,1,12434
8,6,B850,A350, Beta,Alpha,3.0,2044,1,12434
9,6,B850,B750, Beta,Beta,6.0,1851,1,12434
10,6,B850,A250, Beta,Alpha,2.0,2371,1,12434
11,6,B850,B550, Beta,Beta,4.0,1515,1,12434
12,6,B850,T1000, Beta,Gamma,5.0,1723,1,12434
13,6,B850,C1150, Beta,Gamma,4.0,2826,1,12434
14,6,B850,B650, Beta,Beta,5.0,1921,1,12434
8,7,C1250,A350,Gamma,Alpha,2.0,2776,1,12434
9,7,C1250,B750,Gamma,Beta,3.0,3266,1,12434
10,7,C1250,A250,Gamma,Alpha,2.0,2035,1,12434
11,7,C1250,B550,Gamma,Beta,3.0,1474,1,12434
12,7,C1250,T1000,Gamma,Gamma,5.0,2851,1,12434
13,7,C1250,C1150,Gamma,Gamma,6.0,3195,1,12434
14,7,C1250,B650,Gamma,Beta,3.0,7818,1,12434
9,8,A350,B750,Alpha,Beta,3.0,8444,1,12434
10,8,A350,A250,Alpha,Alpha,6.0,2110,1,12434
11,8,A350,B550,Alpha,Beta,5.0,3850,1,12434
12,8,A350,T1000,Alpha,Gamma,3.0,2152,1,12434
13,8,A350,C1150,Alpha,Gamma,2.0,2955,1,12434
14,8,A350,B650,Alpha,Beta,3.0,3115,1,12434
10,9,B750,A250,Beta,Alpha,2.0,5011,1,12434
11,9,B750,B550,Beta,Beta,4.0,3851,1,12434
12,9,B750,T1000,Beta,Gamma,4.0,1858,1,12434
13,9,B750,C1150,Beta,Gamma,4.0,2217,1,12434
14,9,B750,B650,Beta,Beta,6.0,2435,1,12434
11,10,A250,B550,Alpha,Beta,3.0,6716,1,12434
12,10,A250,T1000,Alpha,Gamma,0.9999999999999998,1882,1,12434
13,10,A250,C1150,Alpha,Gamma,0.9999999999999998,843,1,12434
14,10,A250,B650,Alpha,Beta,2.0,2218,1,12434
12,11,B550,T1000,Beta,Gamma,4.0,9693,1,12434
13,11,B550,C1150,Beta,Gamma,3.0,1741,1,12434
14,11,B550,B650,Beta,Beta,6.0,3619,1,12434
13,12,T1000,C1150,Gamma,Gamma,5.0,1766,1,12434
14,12,T1000,B650,Gamma,Beta,4.0,2947,1,12434
14,13,C1150,B650,Gamma,Beta,3.0,2333,1,12434
1,0,A50,C1150,Gamma,Gamma,0.0,19439,1,12435
2,0,A50,A450,Alpha,Alpha,0.9999999999999998,6682,1,12435
3,0,A50,A150,Alpha,Alpha,2.0,9919,1,12435
4,0,A50,B650,Alpha,Beta,0.0,6249,1,12435
5,0,A50,A250,Alpha,Alpha,2.0,5859,1,12435
6,0,A50,C1250,Alpha,Gamma,0.0,3943,1,12435
7,0,A50,T1000,Alpha,Gamma,0.0,2577,1,12435
8,0,A50,C1050,Alpha,Gamma,0.0,2705,1,12435
9,0,A50,B950,Alpha,Gamma,0.0,2867,1,12435
10,0,A50,A350,Alpha,Alpha,2.0,4471,1,12435
11,0,A50,B550,Alpha,Beta,0.0,4827,1,12435
12,0,A50,B850,Alpha, Beta,0.0,1804,1,12435
13,0,A50,T500,Alpha,Beta,0.0,3318,1,12435
14,0,A50,B750,Alpha,Beta,0.0,2230,1,12435
2,1,C1150,A450,Gamma,Alpha,2.0,6651,1,12435
3,1,C1150,A150,Gamma,Alpha,0.0,2470,1,12435
4,1,C1150,B650,Gamma,Beta,2.0,3354,1,12435
5,1,C1150,A250,Gamma,Alpha,0.0,4194,1,12435
6,1,C1150,C1250,Gamma,Gamma,5.0,6243,1,12435
7,1,C1150,T1000,Gamma,Gamma,5.0,2891,1,12435
8,1,C1150,C1050,Gamma,Gamma,5.0,2553,1,12435
9,1,C1150,B950,Gamma,Gamma,5.0,2873,1,12435
10,1,C1150,A350,Gamma,Alpha,0.9999999999999998,9269,1,12435
11,1,C1150,B550,Gamma,Beta,0.9999999999999998,3966,1,12435
12,1,C1150,B850,Gamma, Beta,4.0,6621,1,12435
13,1,C1150,T500,Gamma,Beta,3.0,8194,1,12435
14,1,C1150,B750,Gamma,Beta,3.0,3648,1,12435
3,2,A450,A150,Alpha,Alpha,3.0,6220,1,12435
4,2,A450,B650,Alpha,Beta,4.0,3629,1,12435
5,2,A450,A250,Alpha,Alpha,3.0,6436,1,12435
6,2,A450,C1250,Alpha,Gamma,0.0,4361,1,12435
7,2,A450,T1000,Alpha,Gamma,0.0,1604,1,12435
8,2,A450,C1050,Alpha,Gamma,0.0,1024,1,12435
9,2,A450,B950,Alpha,Gamma,0.0,1941,1,12435
10,2,A450,A350,Alpha,Alpha,5.0,5625,1,12435
11,2,A450,B550,Alpha,Beta,5.0,3711,1,12435
12,2,A450,B850,Alpha, Beta,3.0,4039,1,12435
13,2,A450,T500,Alpha,Beta,5.0,3316,1,12435
14,2,A450,B750,Alpha,Beta,3.0,8325,1,12435
4,3,A150,B650,Alpha,Beta,0.9999999999999998,2962,1,12435
5,3,A150,A250,Alpha,Alpha,5.0,7100,1,12435
6,3,A150,C1250,Alpha,Gamma,0.0,2835,1,12435
7,3,A150,T1000,Alpha,Gamma,0.0,843,1,12435
8,3,A150,C1050,Alpha,Gamma,0.0,737,1,12435
9,3,A150,B950,Alpha,Gamma,0.0,2035,1,12435
10,3,A150,A350,Alpha,Alpha,4.0,3939,1,12435
11,3,A150,B550,Alpha,Beta,0.9999999999999998,17168,1,12435
12,3,A150,B850,Alpha, Beta,0.9999999999999998,1918,1,12435
13,3,A150,T500,Alpha,Beta,0.9999999999999998,1095,1,12435
14,3,A150,B750,Alpha,Beta,0.9999999999999998,954,1,12435
5,4,B650,A250,Beta,Alpha,0.9999999999999998,4829,1,12435
6,4,B650,C1250,Beta,Gamma,2.0,4738,1,12435
7,4,B650,T1000,Beta,Gamma,2.0,2110,1,12435
8,4,B650,C1050,Beta,Gamma,2.0,1092,1,12435
9,4,B650,B950,Beta,Gamma,2.0,1310,1,12435
10,4,B650,A350,Beta,Alpha,3.0,3008,1,12435
11,4,B650,B550,Beta,Beta,5.0,3831,1,12435
12,4,B650,B850,Beta, Beta,4.0,3365,1,12435
13,4,B650,T500,Beta,Beta,5.0,2153,1,12435
14,4,B650,B750,Beta,Beta,5.0,7739,1,12435
6,5,A250,C1250,Alpha,Gamma,0.0,3874,1,12435
7,5,A250,T1000,Alpha,Gamma,0.0,1456,1,12435
8,5,A250,C1050,Alpha,Gamma,0.0,1428,1,12435
9,5,A250,B950,Alpha,Gamma,0.0,1123,1,12435
10,5,A250,A350,Alpha,Alpha,6.0,3093,1,12435
11,5,A250,B550,Alpha,Beta,4.0,2904,1,12435
